CombineYear,DraftYear,Player,Position,DBPediaCollege_Name,DBPediaURI_College,Conference,Division,gradeNFL,Height.numeric,Weight,fortyYardDash,benchPress,verticalJump,broadJump,twentyYardShuttle,threeConeDrill,Wonderlic
2013,2013,Braden Wilson,FB,Kansas State University,http://live.dbpedia.org/resource/Kansas_State_University,Big 12 Conference,Division I,59,6.25,251,4.81,22,NA,NA,NA,NA,NA
2013,2013,Arthur Brown,OLB,Kansas State University,http://live.dbpedia.org/resource/Kansas_State_University,Big 12 Conference,Division I,90.3,6,241,4.62,NA,NA,116,NA,NA,NA
2013,2013,Brian Winters,OG,Kent State University,http://live.dbpedia.org/resource/Kent_State_University,Mid-American Conference,Division I,71.1,6.33,320,NA,9,NA,NA,NA,NA,NA
2013,2013,Ryan Spadola,WR,Lehigh University,http://live.dbpedia.org/resource/Lehigh_University,Patriot League,Division I-AA,51,6.08,204,4.48,15,33.5,119,4.07,6.72,NA
2013,2013,Chris Faulk,OT,Louisiana State University,http://live.dbpedia.org/resource/Louisiana_State_University,Southeastern Conference,Division I,64,6.42,331,5.08,25,NA,NA,NA,NA,NA
2013,2013,Brad Wing,P,Louisiana State University,http://live.dbpedia.org/resource/Louisiana_State_University,Southeastern Conference,Division I,NA,6.17,205,NA,NA,NA,NA,NA,NA,NA
2013,2013,Barkevious Mingo,DE,Louisiana State University,http://live.dbpedia.org/resource/Louisiana_State_University,Southeastern Conference,Division I,92.8,6.33,241,4.58,NA,37,128,4.39,6.84,NA
2013,2013,Michael Ford,RB,Louisiana State University,http://live.dbpedia.org/resource/Louisiana_State_University,Southeastern Conference,Division I,59,5.75,210,4.5,25,38.5,130,4.25,6.87,NA
2013,2013,Lavar Edwards,DE,Louisiana State University,http://live.dbpedia.org/resource/Louisiana_State_University,Southeastern Conference,Division I,68.7,6.33,277,4.8,NA,33,119,4.51,7.03,NA
2013,2013,Sam Montgomery,DE,Louisiana State University,http://live.dbpedia.org/resource/Louisiana_State_University,Southeastern Conference,Division I,81.4,6.25,262,4.81,NA,34.5,114,4.51,7.18,NA
2013,2013,P.J. Lonergan,C,Louisiana State University,http://live.dbpedia.org/resource/Louisiana_State_University,Southeastern Conference,Division I,58.4,6.25,304,5.38,25,NA,NA,NA,NA,NA
2013,2013,Eric Reid,FS,Louisiana State University,http://live.dbpedia.org/resource/Louisiana_State_University,Southeastern Conference,Division I,87.5,6.08,213,4.53,17,40.5,134,4.22,6.99,NA
2013,2013,Spencer Ware,RB,Louisiana State University,http://live.dbpedia.org/resource/Louisiana_State_University,Southeastern Conference,Division I,59,5.83,228,NA,NA,NA,NA,NA,NA,NA
2013,2013,Kevin Minter,ILB,Louisiana State University,http://live.dbpedia.org/resource/Louisiana_State_University,Southeastern Conference,Division I,84,6,246,4.81,25,33,119,NA,NA,NA
2013,2013,Bennie Logan,DT,Louisiana State University,http://live.dbpedia.org/resource/Louisiana_State_University,Southeastern Conference,Division I,78.8,6.17,309,5.08,30,25,104,4.67,7.53,NA
2013,2013,Tharold Simon,CB,Louisiana State University,http://live.dbpedia.org/resource/Louisiana_State_University,Southeastern Conference,Division I,70,6.17,202,4.51,9,34,128,NA,NA,NA
2013,2013,Tyrann Mathieu,CB,Louisiana State University,http://live.dbpedia.org/resource/Louisiana_State_University,Southeastern Conference,Division I,73,5.75,186,4.5,4,34,117,4.14,6.87,NA
2013,2013,Oscar Johnson,OG,Louisiana Tech University,http://live.dbpedia.org/resource/Louisiana_Tech_University,Western Athletic Conference,Division I,64.3,6.42,331,5.49,NA,22,88,5.06,8.06,NA
2013,2013,Ryan Allen,P,Louisiana Tech University,http://live.dbpedia.org/resource/Louisiana_Tech_University,Western Athletic Conference,Division I,50,6.08,229,NA,NA,NA,NA,NA,NA,NA
2013,2013,Jordan Mills,OT,Louisiana Tech University,http://live.dbpedia.org/resource/Louisiana_Tech_University,Western Athletic Conference,Division I,67,6.42,316,5.37,20,28.5,101,4.88,8.1,NA
2013,2013,Colby Cameron,QB,Louisiana Tech University,http://live.dbpedia.org/resource/Louisiana_Tech_University,Western Athletic Conference,Division I,50,6.17,212,4.78,NA,30.5,112,4.28,6.98,NA
2013,2013,Quinton Patton,WR,Louisiana Tech University,http://live.dbpedia.org/resource/Louisiana_Tech_University,Western Athletic Conference,Division I,83.8,6,204,4.53,8,33,118,4.01,6.91,NA
2013,2013,Aaron Dobson,WR,Marshall University,http://live.dbpedia.org/resource/Marshall_University,Conference USA,Division I,71.7,6.25,210,NA,NA,NA,NA,NA,NA,NA
2013,2013,Zac Dysert,QB,Miami University,http://live.dbpedia.org/resource/Miami_University,Mid-American Conference,Division I,83.5,6.25,231,NA,NA,NA,NA,NA,NA,NA
2013,2013,William Gholston,DE,Michigan State University,http://live.dbpedia.org/resource/Michigan_State_University,Big Ten Conference,Division I,74.1,6.5,281,4.96,23,28.5,110,4.59,7.2,NA
2013,2013,Johnny Adams,CB,Michigan State University,http://live.dbpedia.org/resource/Michigan_State_University,Big Ten Conference,Division I,68.3,5.83,185,4.48,16,NA,NA,NA,NA,NA
2013,2013,Le'Veon Bell,RB,Michigan State University,http://live.dbpedia.org/resource/Michigan_State_University,Big Ten Conference,Division I,71.2,6.08,230,4.6,24,31.5,118,4.24,6.75,NA
2013,2013,Dion Sims,TE,Michigan State University,http://live.dbpedia.org/resource/Michigan_State_University,Big Ten Conference,Division I,67,6.42,262,4.75,22,35,112,4.52,7.36,NA
2013,2013,Darius Slay,CB,Mississippi State University,http://live.dbpedia.org/resource/Mississippi_State_University,Southeastern Conference,Division I,71,6,192,4.36,14,35.5,124,4.21,6.9,NA
2013,2013,Josh Boyd,DT,Mississippi State University,http://live.dbpedia.org/resource/Mississippi_State_University,Southeastern Conference,Division I,69.8,6.25,310,5.14,32,26.5,104,4.64,7.16,NA
2013,2013,Johnthan Banks,CB,Mississippi State University,http://live.dbpedia.org/resource/Mississippi_State_University,Southeastern Conference,Division I,84.4,6.17,185,4.61,10,34,125,4.27,6.97,NA
2013,2013,Brandon Williams,DT,Missouri Southern State University,http://live.dbpedia.org/resource/Missouri_Southern_State_University,Mid-America Intercollegiate Athletics Association,Division II,73.2,6.08,335,5.37,38,29.5,102,4.91,8.09,NA
2013,2013,David Bass,DE,Missouri Western State University,http://live.dbpedia.org/resource/Missouri_Western_State_University,Mid-America Intercollegiate Athletics Association,Division II,66,6.33,262,4.84,20,30.5,111,4.33,7.07,NA
2013,2013,Earl Wolff,SS,North Carolina State University,http://live.dbpedia.org/resource/North_Carolina_State_University,Atlantic Coast Conference,Division I,63.4,5.92,209,4.44,NA,39,134,4.07,NA,NA
2013,2013,Zach Allen,OG,North Carolina State University,http://live.dbpedia.org/resource/North_Carolina_State_University,Atlantic Coast Conference,Division I,51,6.17,332,5.43,32,NA,NA,NA,NA,NA
2013,2013,David Amerson,CB,North Carolina State University,http://live.dbpedia.org/resource/North_Carolina_State_University,Atlantic Coast Conference,Division I,74.4,6.08,205,4.44,15,35.5,127,NA,NA,NA
2013,2013,Mike Glennon,QB,North Carolina State University,http://live.dbpedia.org/resource/North_Carolina_State_University,Atlantic Coast Conference,Division I,79.4,6.58,225,4.94,NA,26.5,102,4.52,7.49,NA
2013,2013,Kapron Lewis-Moore,DE,Notre Dame University,http://live.dbpedia.org/resource/University_of_Notre_Dame,I-A Independent,Division I,55.6,6.33,298,NA,NA,NA,NA,NA,NA,NA
2013,2013,Tyler Eifert,TE,Notre Dame University,http://live.dbpedia.org/resource/University_of_Notre_Dame,I-A Independent,Division I,83.3,6.42,250,4.68,22,35.5,119,4.32,6.92,NA
2013,2013,Jamoris Slaughter,SS,Notre Dame University,http://live.dbpedia.org/resource/University_of_Notre_Dame,I-A Independent,Division I,59.7,6,195,NA,NA,NA,NA,NA,NA,NA
2013,2013,Cierre Wood,RB,Notre Dame University,http://live.dbpedia.org/resource/University_of_Notre_Dame,I-A Independent,Division I,61,5.92,213,4.56,16,37.5,124,NA,NA,NA
2013,2013,Zeke Motta,SS,Notre Dame University,http://live.dbpedia.org/resource/University_of_Notre_Dame,I-A Independent,Division I,71.2,6.17,213,4.83,11,35.5,126,4.16,6.75,NA
2013,2013,Theo Riddick,RB,Notre Dame University,http://live.dbpedia.org/resource/University_of_Notre_Dame,I-A Independent,Division I,51,5.83,201,4.68,NA,32,118,NA,NA,NA
2013,2013,Manti Te'o,ILB,Notre Dame University,http://live.dbpedia.org/resource/University_of_Notre_Dame,I-A Independent,Division I,87.5,6.08,241,4.82,NA,33,113,4.27,7.13,NA
2013,2013,Braxston Cave,C,Notre Dame University,http://live.dbpedia.org/resource/University_of_Notre_Dame,I-A Independent,Division I,57.3,6.25,303,5.33,NA,25.5,98,4.71,7.81,NA
2013,2013,Johnathan Hankins,DT,Ohio State University,http://live.dbpedia.org/resource/Ohio_State_University,Big Ten Conference,Division I,88.6,6.25,320,5.31,NA,26,104,4.61,7.59,NA
2013,2013,Etienne Sabino,OLB,Ohio State University,http://live.dbpedia.org/resource/Ohio_State_University,Big Ten Conference,Division I,61.3,6.17,247,4.75,24,NA,114,NA,NA,NA
2013,2013,Nathan Williams,DE,Ohio State University,http://live.dbpedia.org/resource/Ohio_State_University,Big Ten Conference,Division I,68.7,6.25,241,4.88,24,35,113,4.44,6.99,NA
2013,2013,Jake Stoneburner,TE,Ohio State University,http://live.dbpedia.org/resource/Ohio_State_University,Big Ten Conference,Division I,54.1,6.25,252,4.65,18,34.5,116,4.27,7.12,NA
2013,2013,Zach Boren,FB,Ohio State University,http://live.dbpedia.org/resource/Ohio_State_University,Big Ten Conference,Division I,64,5.92,238,5,15,32,109,4.44,7.28,NA
2013,2013,John Simon,DE,Ohio State University,http://live.dbpedia.org/resource/Ohio_State_University,Big Ten Conference,Division I,70.5,6.08,257,NA,NA,NA,NA,NA,NA,NA
2013,2013,Reid Fragel,OT,Ohio State University,http://live.dbpedia.org/resource/Ohio_State_University,Big Ten Conference,Division I,77,6.67,308,5.14,33,30,113,4.68,7.62,NA
2013,2013,Eric Herman,OG,University of Ohio,http://live.dbpedia.org/resource/University_of_Ohio,Mid-American Conference,Division I,51,6.33,320,5.25,36,28,95,5.09,7.99,NA
2013,2013,Quinn Sharp,K,Oklahoma State University at Stillwater,http://live.dbpedia.org/resource/Oklahoma_State_University%E2%80%93Stillwater,Big 12 Conference,Division I,61.9,6.08,189,NA,NA,NA,NA,NA,NA,NA
2013,2013,Joseph Randle,RB,Oklahoma State University at Stillwater,http://live.dbpedia.org/resource/Oklahoma_State_University%E2%80%93Stillwater,Big 12 Conference,Division I,80.6,6,204,4.63,NA,35,123,NA,NA,NA
2013,2013,Markus Wheaton,WR,Oregon State University,http://live.dbpedia.org/resource/Oregon_State_University,Pacific-12 Conference,Division I,81.8,5.92,189,4.45,20,37,120,4.02,6.8,NA
2013,2013,Jordan Poyer,CB,Oregon State University,http://live.dbpedia.org/resource/Oregon_State_University,Pacific-12 Conference,Division I,74,6,191,4.54,8,30.5,118,4.18,6.87,NA
2013,2013,Michael Mauti,ILB,Pennsylvania State University,http://live.dbpedia.org/resource/Pennsylvania_State_University,Big Ten Conference,Division I,71.8,6.17,243,4.83,28,NA,NA,NA,NA,NA
2013,2013,Gerald Hodges,OLB,Pennsylvania State University,http://live.dbpedia.org/resource/Pennsylvania_State_University,Big Ten Conference,Division I,72.4,6.08,243,4.78,22,NA,119,NA,NA,NA
2013,2013,Matt Stankiewitch,C,Pennsylvania State University,http://live.dbpedia.org/resource/Pennsylvania_State_University,Big Ten Conference,Division I,52.2,6.25,302,5.43,27,24,92,4.96,7.9,NA
2013,2013,Jordan Hill,DT,Pennsylvania State University,http://live.dbpedia.org/resource/Pennsylvania_State_University,Big Ten Conference,Division I,64.6,6.08,303,5.23,28,22.5,103,4.51,7.49,NA
2013,2013,Kawann Short,DT,Purdue University,http://live.dbpedia.org/resource/Purdue_University,Big Ten Conference,Division I,80.6,6.25,299,NA,NA,NA,NA,NA,NA,NA
2013,2013,Josh Johnson,CB,Purdue University,http://live.dbpedia.org/resource/Purdue_University,Big Ten Conference,Division I,67.2,5.75,199,4.65,16,35,114,4.25,6.99,NA
2013,2013,Vance McDonald,TE,Rice University,http://live.dbpedia.org/resource/Rice_University,Conference USA,Division I,76,6.33,267,4.69,31,33.5,119,4.53,7.08,NA
2013,2013,Jawan Jamison,RB,Rutgers University,http://live.dbpedia.org/resource/Rutgers_University,Big East Conference,Division I,71,5.58,203,4.68,20,29,110,NA,NA,NA
2013,2013,Logan Ryan,CB,Rutgers University,http://live.dbpedia.org/resource/Rutgers_University,Big East Conference,Division I,69,5.92,191,4.56,14,32.5,116,4.06,6.69,NA
2013,2013,Mark Harrison,WR,Rutgers University,http://live.dbpedia.org/resource/Rutgers_University,Big East Conference,Division I,60,6.25,231,4.46,17,38.5,129,4.33,6.99,NA
2013,2013,D.C. Jefferson,TE,Rutgers University,http://live.dbpedia.org/resource/Rutgers_University,Big East Conference,Division I,60.2,6.5,255,NA,3,NA,NA,NA,NA,NA
2013,2013,Steve Beauharnais,ILB,Rutgers University,http://live.dbpedia.org/resource/Rutgers_University,Big East Conference,Division I,60.3,6.08,240,4.84,19,33,118,4.2,6.99,NA
2013,2013,Khaseem Greene,OLB,Rutgers University,http://live.dbpedia.org/resource/Rutgers_University,Big East Conference,Division I,78.8,6.08,241,4.71,17,30,116,4.2,7.58,NA
2013,2013,Dax Swanson,CB,Sam Houston State University,http://live.dbpedia.org/resource/Sam_Houston_State_University,Southland Conference,Division I-AA,67,5.83,186,4.56,15,33,122,NA,NA,NA
2013,2013,Nicholas Williams,DT,Samford University,http://live.dbpedia.org/resource/Samford_University,Southern Athletic Conference,Division I-AA,52,6.33,309,4.94,28,33,111,4.65,7.55,NA
2013,2013,Leon McFadden,CB,San Diego State University,http://live.dbpedia.org/resource/San_Diego_State_University,Mountain West Conference,Division I,80.7,5.83,193,4.54,10,34.5,119,4.27,6.81,NA
2013,2013,Gavin Escobar,TE,San Diego State University,http://live.dbpedia.org/resource/San_Diego_State_University,Mountain West Conference,Division I,79,6.5,254,4.84,NA,32,114,4.31,7.07,NA
2013,2013,Ryan Otten,TE,San Jose State University,http://live.dbpedia.org/resource/San_Jose_State_University,Mountain West Conference,Division I,62.2,6.42,230,NA,NA,NA,NA,NA,NA,NA
2013,2013,David Quessenberry,OT,San Jose State University,http://live.dbpedia.org/resource/San_Jose_State_University,Mountain West Conference,Division I,69.2,6.42,302,5.08,25,29.5,112,4.45,7.49,NA
2013,2013,Robert Alford,CB,Southeastern Louisiana University,http://live.dbpedia.org/resource/Southeastern_Louisiana_University,Southland Conference,Division I-AA,81,5.83,188,4.39,17,40,132,4.23,6.89,NA
2013,2013,Zach Line,FB,Southern Methodist University,http://live.dbpedia.org/resource/Southern_Methodist_University,Big East Conference,Division I,63.7,6,232,4.77,26,30.5,111,NA,NA,NA
2013,2013,Darius Johnson,WR,Southern Methodist University,http://live.dbpedia.org/resource/Southern_Methodist_University,Big East Conference,Division I,59,5.75,179,4.6,6,32,109,4.53,NA,NA
2013,2013,Margus Hunt,DE,Southern Methodist University,http://live.dbpedia.org/resource/Southern_Methodist_University,Big East Conference,Division I,82.4,6.67,277,4.6,38,34.5,121,4.51,7.07,NA
2013,2013,Jamie Collins,OLB,University of Southern Mississippi,http://live.dbpedia.org/resource/University_of_Southern_Mississippi,Conference USA,Division I,68.8,6.25,250,4.64,19,41.5,139,4.32,7.1,NA
2013,2013,Jason Weaver,OT,University of Southern Mississippi,http://live.dbpedia.org/resource/University_of_Southern_Mississippi,Conference USA,Division I,51,6.3333308,313,5.44,23,21,94,5.07,8.23,NA
2013,2013,Brad Sorensen,QB,Southern Utah University,http://live.dbpedia.org/resource/Southern_Utah_University,Big Sky Conference,Division I-AA,54.9,6.33,229,4.97,NA,29,112,4.55,7.17,NA
2013,2013,Chase Thomas,OLB,Stanford University,http://live.dbpedia.org/resource/Stanford_University,Pacific-12 Conference,Division I,79.4,6.25,244,4.91,18,32,113,4.31,7.17,NA
2013,2013,Zach Ertz,TE,Stanford University,http://live.dbpedia.org/resource/Stanford_University,Pacific-12 Conference,Division I,82.2,6.42,249,4.76,24,30.5,111,4.47,7.08,NA
2013,2013,Stepfan Taylor,RB,Stanford University,http://live.dbpedia.org/resource/Stanford_University,Pacific-12 Conference,Division I,75.6,5.75,214,4.76,17,30,110,4.5,7.13,NA
2013,2013,Levine Toilolo,TE,Stanford University,http://live.dbpedia.org/resource/Stanford_University,Pacific-12 Conference,Division I,66,6.67,260,4.86,17,31,113,4.57,7.09,NA
2013,2013,Miguel Maysonet,RB,Stony Brook University,http://live.dbpedia.org/resource/Stony_Brook_University,Big South Conference,Division I-AA,59,5.75,209,4.54,20,NA,NA,4.43,7.21,NA
2013,2013,Shamarko Thomas,SS,Syracuse University,http://live.dbpedia.org/resource/Syracuse_University,Atlantic Coast Conference,Division I,69.6,5.75,213,4.42,28,40.5,133,4.26,NA,NA
2013,2013,Alec Lemon,WR,Syracuse University,http://live.dbpedia.org/resource/Syracuse_University,Atlantic Coast Conference,Division I,54,6.0833309,202,4.59,7,32,112,4.29,7.04,NA
2013,2013,Justin Pugh,OT,Syracuse University,http://live.dbpedia.org/resource/Syracuse_University,Atlantic Coast Conference,Division I,73,6.33,307,5.14,NA,28.5,103,4.63,7.45,NA
2013,2013,Ryan Nassib,QB,Syracuse University,http://live.dbpedia.org/resource/Syracuse_University,Atlantic Coast Conference,Division I,78.7,6.17,227,5.06,NA,28.5,105,4.53,7.34,NA
2013,2013,Montel Harris,RB,Temple University,http://live.dbpedia.org/resource/Temple_University,Big East Conference,Division I,52.7,5.67,208,4.68,19,32.5,113,4.18,6.95,NA
2013,2013,Rogers Gaines,OT,Tennessee State University,http://live.dbpedia.org/resource/Tennessee_State_University,Ohio Valley Conference,Division I-AA,60.9,6.5,334,5.24,28,23,NA,5.24,NA,NA
2013,2013,Da'Rick Rogers,WR,Tennessee Technological University,http://live.dbpedia.org/resource/Tennessee_Technological_University,Ohio Valley Conference,Division I-AA,74.4,6.17,217,4.52,10,39.5,132,4.06,6.71,NA
2013,2013,Montori Hughes,DT,University of Tennessee at Martin,http://live.dbpedia.org/resource/University_of_Tennessee_at_Martin,Ohio Valley Conference,Division I-AA,68.7,6.33,329,5.23,22,26.5,104,4.7,7.85,NA
2013,2013,Luke Joeckel,OT,Texas A&M University,http://live.dbpedia.org/resource/Texas_A&M_University,Southeastern Conference,Division I,95.3,6.5,306,5.3,27,28.5,106,4.68,7.4,NA
2013,2013,Ryan Swope,WR,Texas A&M University,http://live.dbpedia.org/resource/Texas_A&M_University,Southeastern Conference,Division I,67.4,6,205,4.34,16,37,125,4.25,6.76,NA
2013,2013,Christine Michael,RB,Texas A&M University,http://live.dbpedia.org/resource/Texas_A&M_University,Southeastern Conference,Division I,71.4,5.83,220,4.54,27,43,125,4.02,6.69,NA
2013,2013,Sean Porter,OLB,Texas A&M University,http://live.dbpedia.org/resource/Texas_A&M_University,Southeastern Conference,Division I,79.8,6.08,229,4.75,22,35,119,NA,NA,NA
2013,2013,Jonathan Stewart,ILB,Texas A&M University,http://live.dbpedia.org/resource/Texas_A&M_University,Southeastern Conference,Division I,52.4,6.33,242,4.68,19,31,118,4.53,7.44,NA
2013,2013,Damontre Moore,DE,Texas A&M University,http://live.dbpedia.org/resource/Texas_A&M_University,Southeastern Conference,Division I,89.2,6.33,250,4.95,12,35.5,122,NA,NA,NA
2013,2013,Josh Boyce,WR,Texas Christian University,http://live.dbpedia.org/resource/Texas_Christian_University,Big 12 Conference,Division I,72.2,5.92,206,4.38,22,34,131,4.1,6.68,NA
2013,2013,Matthew Tucker,RB,Texas Christian University,http://live.dbpedia.org/resource/Texas_Christian_University,Big 12 Conference,Division I,56,6,221,4.55,17,35.5,118,NA,NA,NA
2013,2013,Stansly Maponga,DE,Texas Christian University,http://live.dbpedia.org/resource/Texas_Christian_University,Big 12 Conference,Division I,68,6.17,256,4.78,30,NA,NA,NA,NA,NA
2013,2013,Matt Scott,QB,University of Arizona,http://live.dbpedia.org/resource/University_of_Arizona,Pacific-12 Conference,Division I,55.4,6.17,213,4.69,NA,31,118,3.99,6.69,NA
2013,2013,Alvin Bailey,OG,"University of Arkansas, Little Rock",http://live.dbpedia.org/resource/University_of_Arkansas,Southeastern Conference,Division I,67,6.2499975,312,4.95,27,NA,NA,NA,NA,NA
2013,2013,Knile Davis,RB,"University of Arkansas, Little Rock",http://live.dbpedia.org/resource/University_of_Arkansas,Southeastern Conference,Division I,65.4,5.83,227,4.37,31,33.5,121,4.38,6.96,NA
2013,2013,Cobi Hamilton,WR,"University of Arkansas, Little Rock",http://live.dbpedia.org/resource/University_of_Arkansas,Southeastern Conference,Division I,72.9,6.17,212,4.56,11,29.5,107,4.31,NA,NA
2013,2013,Dylan Breeding,P,"University of Arkansas, Little Rock",http://live.dbpedia.org/resource/University_of_Arkansas,Southeastern Conference,Division I,51.4,6.08,213,4.74,11,29,110,NA,NA,NA
2013,2013,Tyler Wilson,QB,"University of Arkansas, Little Rock",http://live.dbpedia.org/resource/University_of_Arkansas,Southeastern Conference,Division I,83.5,6.17,215,4.95,NA,28.5,112,4.39,7.22,NA
2013,2013,Chris Gragg,TE,"University of Arkansas, Little Rock",http://live.dbpedia.org/resource/University_of_Arkansas,Southeastern Conference,Division I,58.9,6.25,244,4.5,18,37.5,125,4.51,7.08,NA
2013,2013,Brian Schwenke,C,"University of California, Berkeley",http://live.dbpedia.org/resource/University_of_California,Pacific-12 Conference,Division I,71,6.25,314,4.99,31,26.5,108,4.74,7.31,NA
2013,2013,C.J. Anderson,RB,"University of California, Berkeley",http://live.dbpedia.org/resource/University_of_California,Pacific-12 Conference,Division I,52,5.67,224,4.6,17,32,119,4.12,7.15,NA
2013,2013,Steve Williams,CB,"University of California, Berkeley",http://live.dbpedia.org/resource/University_of_California,Pacific-12 Conference,Division I,59,5.75,181,4.42,12,40.5,128,4.1,6.89,NA
2013,2013,Marc Anthony,CB,"University of California, Berkeley",http://live.dbpedia.org/resource/University_of_California,Pacific-12 Conference,Division I,68.4,5.92,196,4.63,12,35,118,4.07,6.74,NA
2013,2013,Keenan Allen,WR,"University of California, Berkeley",http://live.dbpedia.org/resource/University_of_California,Pacific-12 Conference,Division I,86.3,6.17,206,NA,NA,NA,NA,NA,NA,NA
2013,2013,Jeff Baca,OG,"University of California, Los Angeles","http://live.dbpedia.org/resource/University_of_California,_Los_Angeles",Pacific-12 Conference,Division I,59.8,6.25,302,5.03,NA,26.5,NA,4.44,7.26,NA
2013,2013,Aaron Hester,CB,"University of California, Los Angeles","http://live.dbpedia.org/resource/University_of_California,_Los_Angeles",Pacific-12 Conference,Division I,55,6.1666642,198,4.62,NA,29,112,4.33,7.26,NA
2013,2013,Datone Jones,DE,"University of California, Los Angeles","http://live.dbpedia.org/resource/University_of_California,_Los_Angeles",Pacific-12 Conference,Division I,85.6,6.33,283,4.8,29,31.5,112,4.32,7.32,NA
2013,2013,Jeff Locke,P,"University of California, Los Angeles","http://live.dbpedia.org/resource/University_of_California,_Los_Angeles",Pacific-12 Conference,Division I,NA,6,209,NA,NA,NA,NA,NA,NA,NA
2013,2013,Johnathan Franklin,RB,"University of California, Los Angeles","http://live.dbpedia.org/resource/University_of_California,_Los_Angeles",Pacific-12 Conference,Division I,72.3,5.83,205,4.49,18,31.5,115,4.31,6.89,NA
2013,2013,Joseph Fauria,TE,"University of California, Los Angeles","http://live.dbpedia.org/resource/University_of_California,_Los_Angeles",Pacific-12 Conference,Division I,60.8,6.58,259,4.82,17,NA,NA,NA,NA,NA
2013,2013,Travis Kelce,TE,University of Cincinnati,http://live.dbpedia.org/resource/University_of_Cincinnati,Big East Conference,Division I,80,6.42,255,NA,NA,NA,NA,NA,NA,NA
2013,2013,Kenbrell Thompkins,WR,University of Cincinnati,http://live.dbpedia.org/resource/University_of_Cincinnati,Big East Conference,Division I,51.7,6.08,193,4.54,8,33.5,121,4.21,6.88,NA
2013,2013,Walter Stewart,DE,University of Cincinnati,http://live.dbpedia.org/resource/University_of_Cincinnati,Big East Conference,Division I,61,6.33,246,NA,NA,NA,NA,NA,NA,NA
2013,2013,George Winn,RB,University of Cincinnati,http://live.dbpedia.org/resource/University_of_Cincinnati,Big East Conference,Division I,58.8,5.83,218,4.75,22,34.5,119,NA,NA,NA
2013,2013,Nick Kasa,TE,University of Colorado at Boulder,http://live.dbpedia.org/resource/University_of_Colorado,Pacific-12 Conference,Division I,60,6.5,269,4.71,22,31.5,113,NA,NA,NA
2013,2013,David Bakhtiari,OT,University of Colorado at Boulder,http://live.dbpedia.org/resource/University_of_Colorado,Pacific-12 Conference,Division I,70.5,6.33,299,5.18,28,25.5,101,4.74,7.7,NA
2013,2013,Dwayne Gratz,CB,University of Connecticut,http://live.dbpedia.org/resource/University_of_Connecticut,Big East Conference,Division I,62.1,5.92,201,4.47,22,38,125,4.15,6.7,NA
2013,2013,Trevardo Williams,DE,University of Connecticut,http://live.dbpedia.org/resource/University_of_Connecticut,Big East Conference,Division I,66.1,6.08,241,4.57,30,38,124,NA,NA,NA
2013,2013,Sio Moore,OLB,University of Connecticut,http://live.dbpedia.org/resource/University_of_Connecticut,Big East Conference,Division I,68.4,6.08,245,4.65,29,38,127,4.31,7.49,NA
2013,2013,Blidi Wreh-Wilson,CB,University of Connecticut,http://live.dbpedia.org/resource/University_of_Connecticut,Big East Conference,Division I,77.2,6.08,195,4.53,14,36,128,4.12,6.97,NA
2013,2013,Caleb Sturgis,K,University of Florida,http://live.dbpedia.org/resource/University_of_Florida,Southeastern Conference,Division I,59.2,5.83,188,NA,NA,NA,NA,NA,NA,NA
2013,2013,Jordan Reed,TE,University of Florida,http://live.dbpedia.org/resource/University_of_Florida,Southeastern Conference,Division I,80.5,6.17,236,4.72,16,NA,NA,NA,NA,NA
2013,2013,Xavier Nixon,OT,University of Florida,http://live.dbpedia.org/resource/University_of_Florida,Southeastern Conference,Division I,67.2,6.5,321,NA,NA,NA,NA,NA,NA,NA
2013,2013,Matt Elam,FS,University of Florida,http://live.dbpedia.org/resource/University_of_Florida,Southeastern Conference,Division I,80,5.83,208,4.54,17,35.5,118,NA,NA,NA
2013,2013,Sharrif Floyd,DT,University of Florida,http://live.dbpedia.org/resource/University_of_Florida,Southeastern Conference,Division I,90.3,6.25,297,4.92,NA,30,106,4.75,7.4,NA
2013,2013,Mike Gillislee,RB,University of Florida,http://live.dbpedia.org/resource/University_of_Florida,Southeastern Conference,Division I,70.3,5.92,208,4.55,15,30.5,119,4.4,7.12,NA
2013,2013,Jelani Jenkins,OLB,University of Florida,http://live.dbpedia.org/resource/University_of_Florida,Southeastern Conference,Division I,65,6,243,4.54,27,NA,NA,NA,NA,NA
2013,2013,Jon Bostic,ILB,University of Florida,http://live.dbpedia.org/resource/University_of_Florida,Southeastern Conference,Division I,62.2,6.08,245,4.61,22,32.5,118,4.24,6.99,NA
2013,2013,Lerentee McCray,OLB,University of Florida,http://live.dbpedia.org/resource/University_of_Florida,Southeastern Conference,Division I,58,6.17,250,NA,NA,NA,NA,NA,NA,NA
2013,2013,Josh Evans,FS,University of Florida,http://live.dbpedia.org/resource/University_of_Florida,Southeastern Conference,Division I,68,6.08,207,4.58,NA,34.5,123,4.1,6.64,NA
2013,2013,Cornelius Washington,DE,University of Georgia,http://live.dbpedia.org/resource/University_of_Georgia,Southeastern Conference,Division I,69.4,6.33,265,4.55,36,39,128,NA,NA,NA
2013,2013,Marlon Brown,WR,University of Georgia,http://live.dbpedia.org/resource/University_of_Georgia,Southeastern Conference,Division I,52.6,6.33,213,NA,NA,NA,NA,NA,NA,NA
2013,2013,Shawn Williams,SS,University of Georgia,http://live.dbpedia.org/resource/University_of_Georgia,Southeastern Conference,Division I,74.8,6,213,4.46,25,36,120,4.25,7.01,NA
