CombineYear,DraftYear,Player,Position,DBPediaCollege_Name,DBPediaURI_College,Conference,Division,gradeNFL,Height.numeric,Weight,fortyYardDash,benchPress,verticalJump,broadJump,twentyYardShuttle,threeConeDrill,Wonderlic
2013,2013,Sanders Commings,CB,University of Georgia,http://live.dbpedia.org/resource/University_of_Georgia,Southeastern Conference,Division I,68.6,6,216,4.41,NA,34.5,117,4.3,7.1,NA
2013,2013,Alec Ogeltree,ILB,University of Georgia,http://live.dbpedia.org/resource/University_of_Georgia,Southeastern Conference,Division I,84,6.17,242,4.7,20,33.5,122,4.39,7.16,NA
2013,2013,John Jenkins,DT,University of Georgia,http://live.dbpedia.org/resource/University_of_Georgia,Southeastern Conference,Division I,81.3,6.33,346,5.21,30,NA,NA,NA,NA,NA
2013,2013,Kwame Geathers,DT,University of Georgia,http://live.dbpedia.org/resource/University_of_Georgia,Southeastern Conference,Division I,60,6.42,342,5.44,NA,26.5,96,5.27,8.11,NA
2013,2013,Jarvis Jones,OLB,University of Georgia,http://live.dbpedia.org/resource/University_of_Georgia,Southeastern Conference,Division I,88.8,6.17,241,4.74,NA,NA,NA,NA,NA,NA
2013,2013,Abry Jones,DT,University of Georgia,http://live.dbpedia.org/resource/University_of_Georgia,Southeastern Conference,Division I,58.3,6.2499975,313,5.06,30,26.5,101,NA,NA,NA
2013,2013,Tavarres King,WR,University of Georgia,http://live.dbpedia.org/resource/University_of_Georgia,Southeastern Conference,Division I,69.8,6,189,4.47,11,36.5,123,4.33,6.91,NA
2013,2013,Bacarri Rambo,FS,University of Georgia,http://live.dbpedia.org/resource/University_of_Georgia,Southeastern Conference,Division I,61.4,6,211,4.56,17,NA,NA,NA,NA,NA
2013,2013,Luke Ingram,LS,University of Hawaii,http://live.dbpedia.org/resource/University_of_Hawaii,Mountain West Conference,Division I,NA,6.42,258,5.05,24,NA,106,NA,NA,NA
2013,2013,Mike Edwards,CB,University of Hawaii,http://live.dbpedia.org/resource/University_of_Hawaii,Mountain West Conference,Division I,56,5.75,189,4.56,14,36,124,4.18,6.94,NA
2013,2013,Alex Dunnachie,P,University of Hawaii,http://live.dbpedia.org/resource/University_of_Hawaii,Mountain West Conference,Division I,NA,6.25,217,NA,NA,NA,NA,NA,NA,NA
2013,2013,D.J. Hayden,CB,University of Houston,http://live.dbpedia.org/resource/University_of_Houston,Big East Conference,Division I,66.6,5.92,191,NA,NA,NA,NA,NA,NA,NA
2013,2013,Bobby Cowan,P,University of Idaho,http://live.dbpedia.org/resource/University_of_Idaho,Western Athletic Conference,Division I,NA,6.33,219,NA,NA,NA,NA,NA,NA,NA
2013,2013,Michael Buchanan,DE,University of Illinois at Urbana-Champaign,http://live.dbpedia.org/resource/University_of_Illinois_at_Urbana-Champaign,Big Ten Conference,Division I,69.5,6.42,255,4.78,22,33,113,NA,6.91,NA
2013,2013,Hugh Thornton,OG,University of Illinois at Urbana-Champaign,http://live.dbpedia.org/resource/University_of_Illinois_at_Urbana-Champaign,Big Ten Conference,Division I,67.9,6.25,320,5.11,27,NA,NA,4.63,7.45,NA
2013,2013,Terry Hawthorne,CB,University of Illinois at Urbana-Champaign,http://live.dbpedia.org/resource/University_of_Illinois_at_Urbana-Champaign,Big Ten Conference,Division I,69,6,195,4.44,13,35.5,116,NA,NA,NA
2013,2013,Akeem Spence,DT,University of Illinois at Urbana-Champaign,http://live.dbpedia.org/resource/University_of_Illinois_at_Urbana-Champaign,Big Ten Conference,Division I,66,6.0833309,307,5.15,37,30,107,4.72,7.82,NA
2013,2013,Micah Hyde,CB,University of Iowa,http://live.dbpedia.org/resource/University_of_Iowa,Big Ten Conference,Division I,61.7,6,197,4.56,12,33,121,4.2,6.78,NA
2013,2013,James Vandenberg,QB,University of Iowa,http://live.dbpedia.org/resource/University_of_Iowa,Big Ten Conference,Division I,48.3,6.25,226,4.92,NA,32,116,4.52,6.95,NA
2013,2013,Tanner Hawkinson,OT,University of Kansas,http://live.dbpedia.org/resource/University_of_Kansas,Big 12 Conference,Division I,54.6,6.42,298,5.07,NA,28.5,112,4.51,7.52,NA
2013,2013,Bradley McDougald,FS,University of Kansas,http://live.dbpedia.org/resource/University_of_Kansas,Big 12 Conference,Division I,54.8,6,215,4.74,19,34.5,122,4.44,7.07,NA
2013,2013,Larry Warford,OG,University of Kentucky,http://live.dbpedia.org/resource/University_of_Kentucky,Southeastern Conference,Division I,85.3,6.25,332,5.58,28,22.5,96,5.1,7.78,NA
2013,2013,Adrian Bushell,CB,University of Louisville,http://live.dbpedia.org/resource/University_of_Louisville,Big East Conference,Division I,68,5.7499977,186,4.58,17,33,116,4.25,6.92,NA
2013,2013,Matt Furstenburg,TE,"University of Maryland, College Park","http://live.dbpedia.org/resource/University_of_Maryland,_College_Park",Atlantic Coast Conference,Division I,55.6,6.25,242,4.62,18,35.5,115,4.35,7.09,NA
2013,2013,Stephane Milhim,OT,University of Massachusetts,http://live.dbpedia.org/resource/University_of_Massachusetts,Mid-American Conference,Division I,51,6.33,314,5.23,NA,28.5,104,4.87,NA,NA
2013,2013,Jordan Devey,OT,University of Memphis,http://live.dbpedia.org/resource/University_of_Memphis,Conference USA,Division I,52,6.5833307,317,5.25,21,24,98,4.77,7.91,NA
2013,2013,Mike James,RB,University of Miami,http://live.dbpedia.org/resource/University_of_Miami,Atlantic Coast Conference,Division I,52,5.83,223,4.53,28,35,115,NA,NA,NA
2013,2013,Brandon McGee,CB,University of Miami,http://live.dbpedia.org/resource/University_of_Miami,Atlantic Coast Conference,Division I,60.1,5.92,193,4.4,14,33.5,119,4.18,6.71,NA
2013,2013,Denard Robinson,WR,University of Michigan,http://live.dbpedia.org/resource/University_of_Michigan,Big Ten Conference,Division I,70.3,5.83,199,4.43,NA,36.5,123,4.22,7.09,NA
2013,2013,MarQueis Gray,TE,University of Minnesota,http://live.dbpedia.org/resource/University_of_Minnesota,Big Ten Conference,Division I,53,6.25,240,4.73,15,30,111,4.3,7.25,NA
2013,2013,Zaviar Gooden,OLB,University of Missouri,http://live.dbpedia.org/resource/University_of_Missouri,Southeastern Conference,Division I,70,6.08,234,4.47,27,34,131,4.18,6.71,NA
2013,2013,T.J. Moe,WR,University of Missouri,http://live.dbpedia.org/resource/University_of_Missouri,Southeastern Conference,Division I,60,5.92,204,4.74,26,36,120,3.96,6.53,NA
2013,2013,Sheldon Richardson,DT,University of Missouri,http://live.dbpedia.org/resource/University_of_Missouri,Southeastern Conference,Division I,90.7,6.17,294,5.02,30,32,116,NA,NA,NA
2013,2013,Rex Burkhead,RB,University of Nebraska at Lincoln,http://live.dbpedia.org/resource/University_of_Nebraska%E2%80%93Lincoln,Big Ten Conference,Division I,66.5,5.83,214,4.73,21,39,125,4.09,6.85,NA
2013,2013,Brett Maher,K,University of Nebraska at Lincoln,http://live.dbpedia.org/resource/University_of_Nebraska%E2%80%93Lincoln,Big Ten Conference,Division I,0,6,186,NA,NA,NA,NA,NA,NA,NA
2013,2013,Daimion Stafford,FS,University of Nebraska at Lincoln,http://live.dbpedia.org/resource/University_of_Nebraska%E2%80%93Lincoln,Big Ten Conference,Division I,51.4,6,221,4.69,21,30.5,111,NA,7.06,NA
2013,2013,Chris Barker,OG,"University of Nevada, Reno","http://live.dbpedia.org/resource/University_of_Nevada,_Reno",Mountain West Conference,Division I,66.5,6.25,305,5.25,29,27.5,99,4.77,8.09,NA
2013,2013,Stefphon Jefferson,RB,"University of Nevada, Reno","http://live.dbpedia.org/resource/University_of_Nevada,_Reno",Mountain West Conference,Division I,60,5.83,213,4.68,15,31,117,4.44,6.97,NA
2013,2013,Kahlid Wooten,CB,"University of Nevada, Reno","http://live.dbpedia.org/resource/University_of_Nevada,_Reno",Mountain West Conference,Division I,61.8,5.92,210,4.53,17,33.5,117,4.18,6.95,NA
2013,2013,Duke Williams,FS,"University of Nevada, Reno","http://live.dbpedia.org/resource/University_of_Nevada,_Reno",Mountain West Conference,Division I,67.7,6,190,4.52,13,37.5,126,4,NA,NA
2013,2013,Jared Smith,DT,University of New Hampshire,http://live.dbpedia.org/resource/University_of_New_Hampshire,Colonial Conference,Division I-AA,52.1,6.25,302,5.08,28,32.5,115,4.39,7.2,NA
2013,2013,Kevin Reddick,ILB,University of North Carolina at Chapel Hill,http://live.dbpedia.org/resource/University_of_North_Carolina_at_Chapel_Hill,Atlantic Coast Conference,Division I,71.5,6.08,243,4.72,23,NA,113,NA,NA,NA
2013,2013,Brennan Williams,OT,University of North Carolina at Chapel Hill,http://live.dbpedia.org/resource/University_of_North_Carolina_at_Chapel_Hill,Atlantic Coast Conference,Division I,71,6.5,318,NA,NA,NA,NA,NA,NA,NA
2013,2013,Jonathan Cooper,OG,University of North Carolina at Chapel Hill,http://live.dbpedia.org/resource/University_of_North_Carolina_at_Chapel_Hill,Atlantic Coast Conference,Division I,86.9,6.17,311,5.07,35,27,108,4.84,7.78,NA
2013,2013,Travis Bond,OG,University of North Carolina at Chapel Hill,http://live.dbpedia.org/resource/University_of_North_Carolina_at_Chapel_Hill,Atlantic Coast Conference,Division I,54.6,6.5,329,5.27,22,22.5,98,4.96,7.85,NA
2013,2013,Sylvester Williams,DT,University of North Carolina at Chapel Hill,http://live.dbpedia.org/resource/University_of_North_Carolina_at_Chapel_Hill,Atlantic Coast Conference,Division I,80.6,6.25,313,5.03,27,26.5,102,4.8,7.93,NA
2013,2013,Giovani Bernard,RB,University of North Carolina at Chapel Hill,http://live.dbpedia.org/resource/University_of_North_Carolina_at_Chapel_Hill,Atlantic Coast Conference,Division I,84,5.67,202,4.53,19,33.5,122,4.12,6.91,NA
2013,2013,Landry Jones,QB,University of Oklahoma,http://live.dbpedia.org/resource/University_of_Oklahoma,Big 12 Conference,Division I,67.2,6.33,225,5.11,NA,31,115,4.3,7.12,NA
2013,2013,Tony Jefferson,FS,University of Oklahoma,http://live.dbpedia.org/resource/University_of_Oklahoma,Big 12 Conference,Division I,73.2,5.92,213,4.75,16,NA,NA,NA,NA,NA
2013,2013,Tom Wort,ILB,University of Oklahoma,http://live.dbpedia.org/resource/University_of_Oklahoma,Big 12 Conference,Division I,57,6,235,4.78,21,31.5,111,4.51,7.41,NA
2013,2013,Lane Johnson,OT,University of Oklahoma,http://live.dbpedia.org/resource/University_of_Oklahoma,Big 12 Conference,Division I,86.9,6.5,303,4.72,28,34,118,4.52,7.31,NA
2013,2013,Kenny Stills,WR,University of Oklahoma,http://live.dbpedia.org/resource/University_of_Oklahoma,Big 12 Conference,Division I,66,6,194,4.38,16,33.5,124,4.35,NA,NA
2013,2013,Stacy McGee,DT,University of Oklahoma,http://live.dbpedia.org/resource/University_of_Oklahoma,Big 12 Conference,Division I,52.8,6.25,308,NA,NA,NA,NA,NA,NA,NA
2013,2013,Kyle Long,OG,University of Oregon,http://live.dbpedia.org/resource/University_of_Oregon,Pacific-12 Conference,Division I,77,6.5,313,4.94,NA,28,107,4.63,7.83,NA
2013,2013,Dion Jordan,DE,University of Oregon,http://live.dbpedia.org/resource/University_of_Oregon,Pacific-12 Conference,Division I,88,6.5,248,4.6,NA,32.5,122,4.35,7.02,NA
2013,2013,Kiko Alonso,ILB,University of Oregon,http://live.dbpedia.org/resource/University_of_Oregon,Pacific-12 Conference,Division I,67.1,6.25,238,NA,NA,NA,NA,NA,NA,NA
2013,2013,Kenjon Barner,RB,University of Oregon,http://live.dbpedia.org/resource/University_of_Oregon,Pacific-12 Conference,Division I,69.4,5.75,196,4.52,20,35.5,122,4.2,6.87,NA
2013,2013,John Boyett,FS,University of Oregon,http://live.dbpedia.org/resource/University_of_Oregon,Pacific-12 Conference,Division I,67.6,5.83,204,4.64,27,NA,NA,NA,NA,NA
2013,2013,Ray Graham,RB,University of Pittsburgh,http://live.dbpedia.org/resource/University_of_Pittsburgh,Big East Conference,Division I,70.9,5.75,199,4.8,18,32.5,112,4.21,7.17,NA
2013,2013,Devin Taylor,DE,University of South Carolina,http://live.dbpedia.org/resource/University_of_South_Carolina,Southeastern Conference,Division I,62.9,6.58,266,4.72,14,35,128,4.3,6.89,NA
2013,2013,Ace Sanders,WR,University of South Carolina,http://live.dbpedia.org/resource/University_of_South_Carolina,Southeastern Conference,Division I,68,5.5833311,173,4.58,7,32,117,4.37,6.81,NA
2013,2013,T.J. Johnson,C,University of South Carolina,http://live.dbpedia.org/resource/University_of_South_Carolina,Southeastern Conference,Division I,59,6.33,310,5.33,32,25.5,96,4.74,7.83,NA
2013,2013,D.J. Swearinger,SS,University of South Carolina,http://live.dbpedia.org/resource/University_of_South_Carolina,Southeastern Conference,Division I,81.4,5.83,208,4.67,17,37,124,4.11,6.7,NA
2013,2013,DeVonte Holloman,OLB,University of South Carolina,http://live.dbpedia.org/resource/University_of_South_Carolina,Southeastern Conference,Division I,70.5,6.08,243,4.76,15,33,113,4.26,7.3,NA
2013,2013,Marcus Lattimore,RB,University of South Carolina,http://live.dbpedia.org/resource/University_of_South_Carolina,Southeastern Conference,Division I,74.9,5.92,221,NA,NA,NA,NA,NA,NA,NA
2013,2013,Justice Cunningham,TE,University of South Carolina,http://live.dbpedia.org/resource/University_of_South_Carolina,Southeastern Conference,Division I,63,6.25,258,4.94,NA,31.5,116,4.45,7.12,NA
2013,2013,Cory Grissom,DT,University of South Florida,http://live.dbpedia.org/resource/University_of_South_Florida,Big East Conference,Division I,69,6.08,306,5.31,22,27.5,97,4.81,7.79,NA
2013,2013,Kayvon Webster,CB,University of South Florida,http://live.dbpedia.org/resource/University_of_South_Florida,Big East Conference,Division I,52,5.83,195,4.41,14,35,125,NA,NA,NA
2013,2013,Sam Barrington,OLB,University of South Florida,http://live.dbpedia.org/resource/University_of_South_Florida,Big East Conference,Division I,53,6.08,246,4.91,22,32.5,117,NA,NA,NA
2013,2013,Nickell Robey,CB,University of Southern California,http://live.dbpedia.org/resource/University_of_Southern_California,Pacific-12 Conference,Division I,60,5.58,169,4.53,10,37.5,127,4.09,6.74,NA
2013,2013,T.J. McDonald,FS,University of Southern California,http://live.dbpedia.org/resource/University_of_Southern_California,Pacific-12 Conference,Division I,66.5,6.17,219,4.59,19,40,131,4.2,6.89,NA
2013,2013,Robert Woods,WR,University of Southern California,http://live.dbpedia.org/resource/University_of_Southern_California,Pacific-12 Conference,Division I,83.1,6,201,4.51,14,33.5,117,4.47,7.15,NA
2013,2013,Matt Barkley,QB,University of Southern California,http://live.dbpedia.org/resource/University_of_Southern_California,Pacific-12 Conference,Division I,82,6.17,227,4.85,NA,NA,NA,NA,NA,NA
2013,2013,Jawanza Starling,SS,University of Southern California,http://live.dbpedia.org/resource/University_of_Southern_California,Pacific-12 Conference,Division I,52,6.08,202,4.64,17,36,122,4.32,6.68,NA
2013,2013,Khaled Holmes,C,University of Southern California,http://live.dbpedia.org/resource/University_of_Southern_California,Pacific-12 Conference,Division I,71,6.25,302,NA,13,NA,NA,NA,NA,NA
2013,2013,Cordarrelle Patterson,WR,University of Tennessee,http://live.dbpedia.org/resource/University_of_Tennessee,Southeastern Conference,Division I,90.6,6.17,216,4.42,NA,37,128,NA,NA,NA
2013,2013,Mychal Rivera,TE,University of Tennessee,http://live.dbpedia.org/resource/University_of_Tennessee,Southeastern Conference,Division I,53.9,6.25,242,4.81,17,31,112,4.43,7.17,NA
2013,2013,Justin Hunter,WR,University of Tennessee,http://live.dbpedia.org/resource/University_of_Tennessee,Southeastern Conference,Division I,81.8,6.33,196,4.44,NA,39.5,136,4.33,NA,NA
2013,2013,Dallas Thomas,OT,University of Tennessee,http://live.dbpedia.org/resource/University_of_Tennessee,Southeastern Conference,Division I,82.7,6.42,306,NA,NA,NA,NA,NA,NA,NA
2013,2013,Tyler Bray,QB,University of Tennessee,http://live.dbpedia.org/resource/University_of_Tennessee,Southeastern Conference,Division I,67.8,6.5,232,5.05,NA,NA,100,4.51,7.2,NA
2013,2013,Marquise Goodwin,WR,University of Texas at Austin,http://live.dbpedia.org/resource/University_of_Texas_at_Austin,Big 12 Conference,Division I,68.6,5.75,183,4.27,13,NA,132,NA,NA,NA
2013,2013,Alex Okafor,DE,University of Texas at Austin,http://live.dbpedia.org/resource/University_of_Texas_at_Austin,Big 12 Conference,Division I,85.2,6.4166641,264,4.78,21,NA,NA,NA,NA,NA
2013,2013,Kenny Vaccaro,SS,University of Texas at Austin,http://live.dbpedia.org/resource/University_of_Texas_at_Austin,Big 12 Conference,Division I,87.7,6,214,4.63,15,38,121,4.06,6.78,NA
2013,2013,Star Lotulelei,DT,University of Utah,http://live.dbpedia.org/resource/University_of_Utah,Pacific-12 Conference,Division I,92,6.17,311,5.14,NA,NA,NA,NA,NA,NA
2013,2013,Joe Kruger,DE,University of Utah,http://live.dbpedia.org/resource/University_of_Utah,Pacific-12 Conference,Division I,73,6.5,269,4.83,24,34,117,4.46,7.17,NA
2013,2013,Oday Aboushi,OT,University of Virginia,http://live.dbpedia.org/resource/University_of_Virginia,Atlantic Coast Conference,Division I,78.1,6.42,308,5.45,17,23.5,100,4.84,7.92,NA
2013,2013,Desmond Trufant,CB,University of Washington,http://live.dbpedia.org/resource/University_of_Washington,Pacific-12 Conference,Division I,84.1,6,190,4.38,16,37.5,125,3.85,NA,NA
2013,2013,Geno Smith,QB,West Virginia University,http://live.dbpedia.org/resource/West_Virginia_University,Big 12 Conference,Division I,91,6.17,218,4.59,NA,33.5,124,NA,NA,NA
2013,2013,Stedman Bailey,WR,West Virginia University,http://live.dbpedia.org/resource/West_Virginia_University,Big 12 Conference,Division I,79,5.83,193,4.52,11,34.5,117,4.09,6.81,NA
2013,2013,Joe Madsen,C,West Virginia University,http://live.dbpedia.org/resource/West_Virginia_University,Big 12 Conference,Division I,54,6.25,310,5.2,25,25,98,4.83,7.6,NA
2013,2013,Tavon Austin,WR,West Virginia University,http://live.dbpedia.org/resource/West_Virginia_University,Big 12 Conference,Division I,85.4,5.67,174,4.34,14,32,120,4.01,NA,NA
2013,2013,Travis Frederick,C,University of Wisconsin at Madison,http://live.dbpedia.org/resource/University_of_Wisconsin%E2%80%93Madison,Big Ten Conference,Division I,78.7,6.33,312,5.58,21,28.5,97,4.76,7.81,NA
2013,2013,Ricky Wagner,OT,University of Wisconsin at Madison,http://live.dbpedia.org/resource/University_of_Wisconsin%E2%80%93Madison,Big Ten Conference,Division I,69.1,6.5,308,5.17,20,31.5,101,4.91,7.94,NA
2013,2013,Montee Ball,RB,University of Wisconsin at Madison,http://live.dbpedia.org/resource/University_of_Wisconsin%E2%80%93Madison,Big Ten Conference,Division I,75.6,5.83,214,4.66,15,32,118,4.4,6.88,NA
2013,2013,Mike Taylor,OLB,University of Wisconsin at Madison,http://live.dbpedia.org/resource/University_of_Wisconsin%E2%80%93Madison,Big Ten Conference,Division I,59.9,6.08,234,NA,NA,NA,NA,NA,NA,NA
2013,2013,John Lotulelei,ILB,"University of Nevada, Las Vegas",http://live.dbpedia.org/resource/UNLV_Rebels,Mountain West Conference,Division I,54.4,5.92,233,4.84,25,35.5,117,4.3,6.91,NA
